,text,task_1
3761,বিপদে পরলে আল্লাহ কে ডাকে। আর না হলে চিনে না।,NOT
3762,এই নাসতিক গুলাতো পসুর কাতারে ও পরেনা এগুলা মানুস রুপে এই দুনিয়ায় কেনো আছে কুততার বাচচারা,HOF
3763,"আচুদা লোক জাফরইকবাল,  গাঞ্জা খাইয়া পোস্ট চুদাস এক্সিডেন্টে তুই মরলে বেশি ভালো হয়তো :-/",HOF
3764,কঠিন সেক্স ছবি আপলোড দিয়েন ভাই,NOT
3765,"তানভীর তুই মায়ের কবর জিয়ারত করতে এসে মহিলার ছবি তুলছ,,,, তুই আবার এলাকার ছেলে আমার বাল,,তুর কেমারা তুর পুটকির ভিতর ঢুকিয়ে দিতাম",HOF
3766,সাওয়ার ভিডিও শুধু জরিয়ে ধরে থাকে কিছু করতে পারে না ডিসিরে কলিকাতা হারবাল খাওয়া,HOF
3767,সনিতা একটা মাগি,HOF
3768,আজ য‌দি নুর ছাত্রলীগ করত হয়ত তার উপর হামলা করত না । নুর সম‌য়ের সাহসী নেতা । তোমার ম‌ধ্যে আগামীর ভ‌বিষ্যৎ দে‌খি ।,NOT
3769,সাব্বির একটা বিয়াদব,HOF
3770,"সাব্বির বালের খেলোয়াড় কোনো কামের না,",HOF
3771,খানকির পুত তর মায়ের ভুদাটা আবার ভইরা দিমু তুই মুহাম্মদকে নিয়ে খারাপ কথা বলছ,HOF
3772,জয় বাংলা কুত্তাদের সামলা,HOF
3773,আমরা গনতান্ত্রীক দেশ এ বাস করি তো তাই কথা বললে মরতে হবে না হলে হয়রানির শিকার হতে হবে। আসলে গণতন্ত্র এর মানে কি তা বইতে দিয়েন। এটা আবেদন 😖,NOT
3774,মিন্নিকে ফাসি দেওয়া হোক,NOT
3775,ভন্ড পীর জুতা মারা হোক,NOT
3776,মাগি সোনা কে বেটা দিয়ে চুদা উচিত।,HOF
3777,লুইচ্চা সালা মাগি রে সহ তাহেরির কাছে পাঠিয়ে দেও,HOF
3778,তর মারে তুই চুদ,HOF
3779,আমি হলে শালাদের পাছায় বাঁশ ঢুকিয়ে রোদে শুকিয়ে দিতাম,HOF
3780,কুকুর কাদের কি করিতেছেন,HOF
3781,ধন্যবাদ বস,NOT
3782,সেবকটা মাদার চোদ,HOF
3783,কুত্তার বাচ্চাকেক জব কর,HOF
3784,সবাইকে ঈদ মোবারক,NOT
3785,রাস্তার কুত্তার জায়গা রাস্তায় মানুষ এর বিছানায় নয়,NOT
3786,এদের মত।নডিদেরকে সুদু চেকস বিডিওই মানায় আর কিচুি না আর কোন কুততারা যে এি সুব নডিদের ইনটার বিও নেয় যানিনা,HOF
3787,তর মার চুদি,HOF
3788,তামিম ইকবল খান🥰🥰🥰🥰🥰🥰🥰🥰🇧🇩🇧🇩🇧🇩🇧🇩,NOT
3789,ডিসি তো পারেনা শালার স্লো মোশন ওরে কলকাতার হারবাল খাওয়াইতে হবে আর হেতিরে ট্রস ট্রস করে মারতে হবে,HOF
3790,অতিনন্দ্রদা আপনি জানেন ভালো কাজে অনেক বাধা আসে আর সবাই জানে আজ রানুদি যেখানে আছে তাও সেটি আপনাদের জন্যে সেটি এ সবাই জানে কোথা থেকে কে এসে রানুদির মেয়ের পরিচয় দিয়ে মেয়েতো প্রমাণ কোরতে পারবে না কারণ বছর আগে তার মেয়ে কোথায় ছিলো তখন তার মা বোলে কেও ছিলোনা এখন যখন সে সেলিব্রিটি মা বোলতে তার কোরছে তাইনা আর নিজে টাকা লুট কোরতে পারছে না বোলে তার মায়ের কাছে থেকে অন্যোকে দোশি কোরছে তাইনা দাদা আমার হিসাবে ওমন মেয়েকে তেজ্যো মেয়ে করা উচিত ওটা মেয়ে না রানুদির বাঁশ ওর কারোনে রানুদির খতি হবে বোলে দিলাম,NOT
